,company,title,salary,location,date
290,KELI NETWORK INC,DATA SCIENTIST,"100,000","NEW YORK, NY",05/18/2021
291,VISTAR MEDIA,DATA SCIENTIST,"100,000","NEW YORK, NY",02/27/2018
292,SPOTIFY USA INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/22/2018
293,JSMN INTERNATIONAL INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/21/2017
294,DSTILLERY INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/23/2015
295,LAZARD FRERES & CO LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",02/14/2018
296,SCALA COMPUTING INC,DATA SCIENTIST,"100,000","NEW YORK, NY",05/11/2020
297,ROCKYOU INC,DATA SCIENTIST,"100,000","NEW YORK, NY",06/14/2018
298,SIMULMEDIA INC,DATA SCIENTIST,"100,000","NEW YORK, NY",02/15/2017
299,LON OPERATIONS LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/11/2019
300,MEDMINE LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/21/2019
301,CLEERLY INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/23/2019
302,BATTLEFIN GROUP INC,DATA SCIENTIST,"100,000","NEW YORK, NY",02/12/2020
303,VISIBLE WORLD,DATA SCIENTIST,"100,000","NEW YORK, NY",02/23/2015
304,LAZARD FRERES & CO LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",02/14/2018
305,1010DATA SERVICES LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",02/28/2017
306,GROCERY DELIVERY E-SERVICES USA INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/17/2021
307,NEUBERGER BERMAN GROUP LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",02/28/2018
308,NEUBERGER BERMAN GROUP LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/02/2020
309,RBC CAPITAL MARKETS LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/04/2020
310,NEUBERGER BERMAN GROUP LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/05/2020
311,PERSADO INC,DATA SCIENTIST,"100,000","NEW YORK, NY",02/16/2018
312,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/07/2019
313,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/07/2019
314,MONET ENGINE INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/09/2017
315,CARDSTACK SYNDICATE INC,DATA SCIENTIST,"100,000","NEW YORK, NY",04/14/2021
316,AETNA RESOURCES LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/02/2019
317,CONSTELLATION AGENCY LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",12/07/2021
318,PLAYDOTS INC,DATA SCIENTIST,"100,000","NEW YORK, NY",01/06/2015
319,CONSTELLATION AGENCY LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",12/07/2021
320,CARDSTACK SYNDICATE INC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/20/2018
321,YELLOWPAGESCOM LLC,DATA SCIENTIST,"100,000","NEW YORK, NY",03/11/2015
322,THELADDERSCOM INC,DATA SCIENTIST,"100,000","NEW YORK, NY",02/23/2015
323,SPARKCOGNITION INC,DATA SCIENTIST,"100,500","NEW YORK, NY",04/25/2022
324,LOGIC LOOPS LLC,DATA SCIENTIST,"100,526","NEW YORK, NY",04/22/2021
325,AETNA RESOURCES LLC,DATA SCIENTIST,"100,870","NEW YORK, NY",04/14/2021
326,HEART MAGAZINE MEDIA INC,DATA SCIENTIST,"101,000","NEW YORK, NY",03/17/2020
327,1010DATA SERVICES LLC,DATA SCIENTIST,"101,500","NEW YORK, NY",02/28/2017
328,ORACLE AMERICA INC,DATA SCIENTIST,"101,591","NEW YORK, NY",08/30/2018
329,R3 TECHNOLOGY INC,DATA SCIENTIST,"102,000","NEW YORK, NY",10/05/2021
330,MPG OPERATIONS LLC,DATA SCIENTIST,"102,000","NEW YORK, NY",02/25/2018
331,MPG OPERATIONS LLC,DATA SCIENTIST,"102,024","NEW YORK, NY",03/17/2021
332,IBM CORPORATION,DATA SCIENTIST,"102,200","NEW YORK, NY",01/14/2019
333,IBM CORPORATION,DATA SCIENTIST,"102,200","NEW YORK, NY",01/31/2019
334,IBM CORPORATION,DATA SCIENTIST,"102,200","NEW YORK, NY",02/12/2019
335,IBM CORPORATION,DATA SCIENTIST,"102,200","NEW YORK, NY",02/22/2019
336,IBM CORPORATION,DATA SCIENTIST,"102,200","NEW YORK, NY",02/25/2019
337,INCUBIT LLC,DATA SCIENTIST,"102,544","NEW YORK, NY",03/07/2016
338,CMI MARKETING INC,DATA SCIENTIST,"102,801","NEW YORK, NY",04/04/2018
339,GIDDY INC,DATA SCIENTIST,"103,000","NEW YORK, NY",05/21/2021
340,KUBIENT INC,DATA SCIENTIST,"103,000","NEW YORK, NY",03/22/2018
341,GOOGLE LLC,DATA SCIENTIST,"103,000","NEW YORK, NY",02/24/2022
342,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"103,200","NEW YORK, NY",11/06/2019
343,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"103,200","NEW YORK, NY",11/14/2019
344,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"103,200","NEW YORK, NY",01/13/2021
345,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"103,200","NEW YORK, NY",04/02/2020
346,IBM CORPORATION,DATA SCIENTIST,"103,200","NEW YORK, NY",09/09/2021
347,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"103,200","NEW YORK, NY",12/18/2019
348,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"103,200","NEW YORK, NY",12/27/2019
349,REELIO LABS LLC,DATA SCIENTIST,"105,000","NEW YORK, NJ",03/21/2016
350,GROUPON INC,DATA SCIENTIST,"105,000","NEW YORK, NY",10/21/2014
351,MCKINSEY & COMPANY INC UNITED STATES,DATA SCIENTIST,"105,000","NEW YORK, NY",05/06/2021
352,AMERICAN EXPRESS COMPANY,DATA SCIENTIST,"105,000","NEW YORK, NY",03/16/2015
353,AMERICAN EXPRESS TRS CO INC,DATA SCIENTIST,"105,000","NEW YORK, NY",03/16/2015
354,ANTUIT INC,DATA SCIENTIST,"105,000","NEW YORK, NY",03/17/2017
355,CERTIFIED KERNEL TECH LLC,DATA SCIENTIST,"105,000","NEW YORK, NY",04/17/2022
356,J CREW GROUP INC,DATA SCIENTIST,"105,000","NEW YORK, NY",03/22/2018
357,AIG EMPLOYEE SERVICES INC,DATA SCIENTIST,"105,000","NEW YORK, NY",02/28/2018
358,THE NIELSEN COMPANY (US) LLC,DATA SCIENTIST,"105,000","NEW YORK, NY",04/28/2022
359,EFT ANALYTICS INC,DATA SCIENTIST,"105,000","NEW YORK, NY",03/06/2019
360,EFT ANALYTICS INC,DATA SCIENTIST,"105,000","NEW YORK, NY",03/06/2019
361,KEYME LLC,DATA SCIENTIST,"105,000","NEW YORK, NY",02/24/2020
362,MEDIABRIX INC,DATA SCIENTIST,"105,000","NEW YORK, NY",03/02/2017
363,NBCUNIVERSAL MEDIA LLC,DATA SCIENTIST,"105,000","NEW YORK, NY",03/03/2020
364,MCKINSEY & COMPANY INC UNITED STATES,DATA SCIENTIST,"105,000","NEW YORK, NY",04/05/2021
365,AUTOMOTIVEMASTERMIND INC,DATA SCIENTIST,"105,000","NEW YORK, NY",03/10/2017
366,SPOTIFY USA INC,DATA SCIENTIST,"105,000","NEW YORK, NY",01/17/2017
367,FACEBOOK INC,DATA SCIENTIST,"105,000","NEW YORK, NY",01/21/2015
368,CUBIST SYSTEMATIC STRATEGIES LLC,DATA SCIENTIST,"105,227","NEW YORK, NY",02/19/2019
369,POINT72 LP,DATA SCIENTIST,"105,227","NEW YORK, NY",02/20/2019
370,RBUS INC,DATA SCIENTIST,"105,227","NEW YORK, NY",10/09/2018
371,RBUS INC,DATA SCIENTIST,"105,227","NEW YORK, NY",10/09/2018
372,PRICELINECOM LLC,DATA SCIENTIST,"105,227","NEW YORK, NY",04/23/2019
373,RETAILCONVERGENCECOM LP,DATA SCIENTIST,"105,500","NEW YORK, NY",05/07/2019
374,TURNER BROADCASTING SYSTEM INC,DATA SCIENTIST,"107,000","NEW YORK, NY",02/10/2020
375,MEDIDATA SOLUTIONS INC,DATA SCIENTIST,"107,250","NEW YORK, NY",12/08/2017
376,AETNA RESOURCES LLC,DATA SCIENTIST,"107,331","NEW YORK, NY",08/20/2021
377,TILTING POINT MEDIA LLC,DATA SCIENTIST,"107,500","NEW YORK, NY",03/01/2019
378,APPNEXUS INC,DATA SCIENTIST,"107,750","NEW YORK, NY",04/03/2015
379,REALM LIVING INC,DATA SCIENTIST,"108,000","NEW YORK, NY",04/12/2021
380,PIVOTAL SOFTWARE INC,DATA SCIENTIST,"108,000","NEW YORK, NY",01/24/2017
381,QUANTOPIAN INC,DATA SCIENTIST,"108,077","NEW YORK, NY",03/08/2017
382,RBUS INC,DATA SCIENTIST,"109,824","NEW YORK, NY",11/26/2019
383,MPG OPERATIONS LLC,DATA SCIENTIST,"109,824","NEW YORK, NY",02/04/2020
384,SAKS & COMPANY LLC,DATA SCIENTIST,"110,000","NEW YORK, NY",06/30/2021
385,GROCERY DELIVERY E-SERVICES USA INC,DATA SCIENTIST,"110,000","NEW YORK, NY",09/30/2019
386,TRENDALYTICS INNOVATION LABS INC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/18/2014
387,PYMETRICS INC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/23/2020
388,12 WEST CAPITAL MANAGEMENT LP,DATA SCIENTIST,"110,000","NEW YORK, NY",03/23/2018
389,XAI INC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/03/2016
390,GENESIS MEDIA LLC,DATA SCIENTIST,"110,000","NEW YORK, NY",01/29/2016
391,APPNEXUS INC,DATA SCIENTIST,"110,000","NEW YORK, NY",10/24/2014
392,THRASIO INC,DATA SCIENTIST,"110,000","NEW YORK, NY",04/01/2020
393,RBC CAPITAL MARKETS LLC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/08/2019
394,XAI INC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/03/2016
395,XAI INC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/03/2016
396,ROBINHOOD MARKETS INC,DATA SCIENTIST,"110,000","NEW YORK, NY",04/11/2022
397,ADMARKETPLACE INC,DATA SCIENTIST,"110,000","NEW YORK, NY",04/25/2022
398,SIMULMEDIA INC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/15/2017
399,GRUBHUB HOLDINGS INC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/05/2020
400,GRUBHUB HOLDINGS INC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/05/2020
401,THRASIO INC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/07/2020
402,PUBLICIS MEDIA INC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/25/2017
403,MUNICH REINSURANCE AMERICA INC,DATA SCIENTIST,"110,000","NEW YORK, NY",06/20/2019
404,LAZARD FRERES & CO LLC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/25/2020
405,LAZARD FRERES & CO LLC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/25/2020
406,EVERLY LLC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/18/2022
407,OMNICOM MEDIA GROUP HOLDINGS INC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/25/2015
408,WE WORK MANAGEMENT LLC,DATA SCIENTIST,"110,000","NEW YORK, NY",02/03/2021
409,RBC CAPITAL MARKETS LLC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/07/2022
410,TREMOR VIDEO INC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/10/2020
411,QUARTET HEALTH INC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/11/2020
412,DIGITAL REASONING SYSTEMS INC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/08/2017
413,PYMETRICS INC,DATA SCIENTIST,"110,000","NEW YORK, NY",03/23/2020
414,TAKE-TWO INTERACTIVE SOFTWARE INC,DATA SCIENTIST,"110,074","NEW YORK, NY",03/19/2021
415,FACEBOOK INC,DATA SCIENTIST,"110,659","NEW YORK, NY",12/19/2018
416,LINKEDIN CORPORATION,DATA SCIENTIST,"111,000","NEW YORK, NY",04/13/2020
417,PRICELINECOM LLC,DATA SCIENTIST,"111,051","NEW YORK, NY",02/26/2018
418,POINT72 LP,DATA SCIENTIST,"111,862","NEW YORK, NY",12/04/2019
419,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"111,904","NEW YORK, NY",10/14/2019
420,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"111,904","NEW YORK, NY",11/27/2019
421,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"111,904","NEW YORK, NY",02/28/2020
422,MPG OPERATIONS LLC,DATA SCIENTIST,"111,904","NEW YORK, NY",03/02/2020
423,ORACLE AMERICA INC,DATA SCIENTIST,"111,904","NEW YORK, NY",03/16/2020
424,ULFBERHT LABS CORP,DATA SCIENTIST,"111,904","NEW YORK, NY",03/23/2020
425,THRASIO INC,DATA SCIENTIST,"112,000","NEW YORK, NY",04/02/2020
426,UBER TECHNOLOGIES INC,DATA SCIENTIST,"112,112","NEW YORK, NY",03/31/2022
427,PRICELINECOM LLC,DATA SCIENTIST,"112,112","NEW YORK, NY",02/10/2022
428,HEARST MAGAZINE MEDIA INC,DATA SCIENTIST,"112,112","NEW YORK, NY",03/17/2022
429,TD BANK NATIONAL ASSOCIATION,DATA SCIENTIST,"112,632","NEW YORK, NY",10/07/2020
430,AETNA RESOURCES LLC,DATA SCIENTIST,"112,750","NEW YORK, NY",08/04/2021
431,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"113,672","NEW YORK, NY",11/15/2019
432,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"113,672","NEW YORK, NY",02/17/2020
433,IBM CORPORATION,DATA SCIENTIST,"113,672","NEW YORK, NY",05/04/2020
434,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"113,672","NEW YORK, NY",12/23/2019
435,INTERNATIONAL BUSINESS MACHINES CORPORATION,DATA SCIENTIST,"113,672","NEW YORK, NY",01/13/2020
436,EXODUSPOINT CAPITAL MANAGEMENT LP,DATA SCIENTIST,"113,859","NEW YORK, NY",01/14/2021
437,BLOOMBERG LP,DATA SCIENTIST,"113,859","NEW YORK, NY",02/26/2021
438,VISTAR MEDIA,DATA SCIENTIST,"113,859","NEW YORK, NY",03/01/2021
439,MPG OPERATIONS LLC,DATA SCIENTIST,"113,859","NEW YORK, NY",03/09/2021
440,MPG OPERATIONS LLC,DATA SCIENTIST,"113,859","NEW YORK, NY",03/10/2021
441,TD BANK NATIONAL ASSOCIATION,DATA SCIENTIST,"114,225","NEW YORK, NY",03/13/2021
442,IBM CORPORATION,DATA SCIENTIST,"114,317","NEW YORK, NY",12/11/2018
443,IBM CORPORATION,DATA SCIENTIST,"114,317","NEW YORK, NY",02/07/2019
444,IBM CORPORATION,DATA SCIENTIST,"114,317","NEW YORK, NY",02/11/2019
445,NGA GROUP INC,DATA SCIENTIST,"114,317","NEW YORK, NY",12/04/2018
446,FEEDZAI INC,DATA SCIENTIST,"114,317","NEW YORK, NY",02/20/2019
447,AETNA RESOURCES LLC,DATA SCIENTIST,"114,440","NEW YORK, NY",10/17/2019
448,ADVERTEX COMMUNICATIONS INC,DATA SCIENTIST,"114,600","NEW YORK, NY",08/27/2018
449,BETTER HOLDCO INC,DATA SCIENTIST,"114,608","NEW YORK, NY",08/09/2021
450,BLOOMBERG LP,DATA SCIENTIST,"114,608","NEW YORK, NY",11/29/2021
451,ORACLE AMERICA INC,DATA SCIENTIST,"114,608","NEW YORK, NY",03/23/2022
452,BLOOMBERG LP,DATA SCIENTIST,"114,608","NEW YORK, NY",04/04/2022
453,VALENCE MEDIA GROUP LLC,DATA SCIENTIST,"114,608","NEW YORK, NY",02/01/2022
454,P-MRC DATA LLC,DATA SCIENTIST,"114,608","NEW YORK, NY",02/10/2022
455,SECURITYSCORECARD INC,DATA SCIENTIST,"115,000","NEW YORK, NY",10/12/2016
456,BITLY INC,DATA SCIENTIST,"115,000","NEW YORK, NY",11/16/2015
457,DSTILLERY INC,DATA SCIENTIST,"115,000","NEW YORK, NY",02/16/2016
458,WELOCALIZE INC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/14/2016
459,AXIAL NETWORKS INC (FORMERLY AXIAL MARKET),DATA SCIENTIST,"115,000","NEW YORK, NY",12/15/2014
460,AETNA RESOURCES LLC,DATA SCIENTIST,"115,000","NEW YORK, NY",11/23/2021
461,SIMONS FOUNDATION,DATA SCIENTIST,"115,000","NEW YORK, NY",12/08/2017
462,AETNA RESOURCES LLC,DATA SCIENTIST,"115,000","NEW YORK, NY",04/04/2022
463,WE WORK MANAGEMENT LLC,DATA SCIENTIST,"115,000","NEW YORK, NY",04/06/2022
464,COMSCORE INC,DATA SCIENTIST,"115,000","NEW YORK, NY",04/06/2022
465,BLUECORE INC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/25/2020
466,HONEST BUILDINGS INC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/31/2015
467,BLUECORE INC,DATA SCIENTIST,"115,000","NEW YORK, NY",05/11/2021
468,ALKYMI INC,DATA SCIENTIST,"115,000","NEW YORK, NY",04/15/2022
469,NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,DATA SCIENTIST,"115,000","NEW YORK, NY",04/20/2020
470,META PLATFORMS INC,DATA SCIENTIST,"115,000","NEW YORK, NY",01/18/2022
471,FACEBOOK INC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/01/2021
472,FACEBOOK INC,DATA SCIENTIST,"115,000","NEW YORK, NY",02/05/2020
473,ZILLOW INC,DATA SCIENTIST,"115,000","NEW YORK, NY",02/12/2020
474,SLALOM LLC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/09/2021
475,SQUARESPACE INC,DATA SCIENTIST,"115,000","NEW YORK, NY",02/21/2018
476,AETNA RESOURCES LLC,DATA SCIENTIST,"115,000","NEW YORK, NY",02/26/2020
477,AETNA RESOURCES LLC,DATA SCIENTIST,"115,000","NEW YORK, NY",02/26/2020
478,FACTSET RESEARCH SYSTEMS INC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/03/2017
479,THE NEW YORK TIMES COMPANY,DATA SCIENTIST,"115,000","NEW YORK, NY",03/09/2015
480,WW INTERNATIONAL INC,DATA SCIENTIST,"115,000","NEW YORK, NY",02/28/2022
481,PLAID INC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/03/2020
482,BLUESTAR TECHNOLOGY SOLUTIONS LLC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/03/2015
483,JPMORGAN CHASE & CO,DATA SCIENTIST,"115,000","NEW YORK, NY",03/07/2017
484,NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY,DATA SCIENTIST,"115,000","NEW YORK, NY",03/16/2020
485,ADVANCE MAGAZINE PUBLISHERS INC,DATA SCIENTIST,"115,000","NEW YORK, NY",04/12/2021
486,LIBERTY LENDING LLC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/11/2022
487,MONGODB INC,DATA SCIENTIST,"115,000","NEW YORK, NY",03/22/2022
488,FACEBOOK INC,DATA SCIENTIST,"115,000","NEW YORK, NY",01/22/2021
489,WELOCALIZE INC,DATA SCIENTIST,"115,000","NEW YORK, NY",01/20/2017
490,WELOCALIZE INC,DATA SCIENTIST,"115,000","NEW YORK, NY",01/26/2017
491,TAKE-TWO INTERACTIVE SOFTWARE INC,DATA SCIENTIST,"115,253","NEW YORK, NY",03/14/2022
492,AMERICAN EXPRESS COMPANY,DATA SCIENTIST,"115,500","NEW YORK, NY",03/10/2020
493,AETNA RESOURCES LLC,DATA SCIENTIST,"115,542","NEW YORK, NY",04/05/2022
494,AON RISK SERVICES INC OF MARYLAND,DATA SCIENTIST,"116,000","NEW YORK, NY",04/13/2022
495,AON CONSULTING INC,DATA SCIENTIST,"117,000","NEW YORK, NY",12/29/2017
496,UBER TECHNOLOGIES INC,DATA SCIENTIST,"117,100","NEW YORK, NY",12/30/2021
497,ORACLE AMERICA INC,DATA SCIENTIST,"117,476","NEW YORK, NY",03/12/2018
498,THE NEW YORK TIMES COMPANY,DATA SCIENTIST,"117,875","NEW YORK, NY",03/21/2016
499,SPOTIFY USA INC,DATA SCIENTIST,"118,000","NEW YORK, NY",03/15/2018
500,JPMORGAN CHASE & CO,DATA SCIENTIST,"118,000","NEW YORK, NY",03/05/2017
501,APPNEXUS INC,DATA SCIENTIST,"118,000","NEW YORK, NY",02/03/2015
502,IBM CORPORATION,DATA SCIENTIST,"118,200","NEW YORK, NY",03/19/2019
503,AETNA RESOURCES LLC,DATA SCIENTIST,"118,473","NEW YORK, NY",04/04/2022
504,BETTER HOLDCO INC,DATA SCIENTIST,"118,893","NEW YORK, NY",08/09/2021
505,DELOITTE CONSULTING LLP,DATA SCIENTIST,"118,893","NEW YORK, NY",11/15/2021
506,TAPAD INC,DATA SCIENTIST,"119,500","NEW YORK, NY",03/11/2015
507,JPMORGAN CHASE & CO,DATA SCIENTIST,"120,000","NEW YORK, NY",09/29/2016
508,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/11/2021
509,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",10/07/2020
510,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",10/07/2020
511,EVERYDAY HEALTH MEDIA LLC,DATA SCIENTIST,"120,000","NEW YORK, NY",11/05/2021
512,JPMORGAN CHASE & CO,DATA SCIENTIST,"120,000","NEW YORK, NY",10/06/2015
513,JPMORGAN CHASE & CO,DATA SCIENTIST,"120,000","NEW YORK, NY",10/08/2015
514,CAREMARK LLC,DATA SCIENTIST,"120,000","NEW YORK, NY",11/16/2021
515,PLACEIQ INC,DATA SCIENTIST,"120,000","NEW YORK, NY",01/03/2017
516,REORG RESEARCH INC,DATA SCIENTIST,"120,000","NEW YORK, NY",01/13/2021
517,FACEBOOK INC,DATA SCIENTIST,"120,000","NEW YORK, NY",09/02/2021
518,RENT THE RUNWAY INC,DATA SCIENTIST,"120,000","NEW YORK, NY",11/15/2016
519,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/25/2020
520,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/25/2020
521,AXON VIBE INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/12/2015
522,ENIGMA TECHNOLOGIES INC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/21/2019
523,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/31/2020
524,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/31/2020
525,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/31/2020
526,AMERICAN EXPRESS COMPANY,DATA SCIENTIST,"120,000","NEW YORK, NY",03/14/2017
527,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",04/06/2020
528,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",05/05/2021
529,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",05/05/2021
530,ABOUT INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/15/2017
531,INTEGRAL AD SCIENCE INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/07/2016
532,CAREMARK LLC,DATA SCIENTIST,"120,000","NEW YORK, NY",04/11/2022
533,CAREMARK LLC,DATA SCIENTIST,"120,000","NEW YORK, NY",04/11/2022
534,MADISON LOGIC INC,DATA SCIENTIST,"120,000","NEW YORK, NY",04/21/2020
535,DATAMINR INC,DATA SCIENTIST,"120,000","NEW YORK, NY",05/19/2021
536,COGNICAL INC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/19/2018
537,MAPD TECHNOLOGIES INC,DATA SCIENTIST,"120,000","NEW YORK, NY",09/26/2018
538,VIAGOGO INC,DATA SCIENTIST,"120,000","NEW YORK, NY",04/22/2022
539,AETNA RESOURCES LLC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/16/2021
540,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/01/2021
541,S&P GLOBAL INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/08/2021
542,FACEBOOK INC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/16/2020
543,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/11/2021
544,ADVANCE MAGAZINE PUBLISHERS INC DBA CONDE NAST,DATA SCIENTIST,"120,000","NEW YORK, NY",08/28/2018
545,REORG RESEARCH INC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/27/2020
546,FACEBOOK INC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/27/2020
547,LONK INC,DATA SCIENTIST,"120,000","NEW YORK, NY",07/22/2019
548,SUPSTAT INC,DATA SCIENTIST,"120,000","NEW YORK, NY",06/21/2019
549,SUPSTAT INC,DATA SCIENTIST,"120,000","NEW YORK, NY",06/24/2019
550,SUPSTAT INC,DATA SCIENTIST,"120,000","NEW YORK, NY",07/11/2019
551,FIG TECH INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/25/2021
552,META PLATFORMS INC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/24/2022
553,META PLATFORMS INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/01/2022
554,SCIENAPTIC SYSTEMS INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/04/2019
555,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/12/2020
556,THE NEW YORK TIMES COMPANY,DATA SCIENTIST,"120,000","NEW YORK, NY",04/13/2021
557,THE BOSTON CONSULTING GROUP INC,DATA SCIENTIST,"120,000","NEW YORK, NY",10/12/2018
558,OCTANE LENDING INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/03/2019
559,OCTANE LENDING INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/03/2019
560,OMNISCI INC,DATA SCIENTIST,"120,000","NEW YORK, NY",09/28/2018
561,STASH FINANCIAL INC,DATA SCIENTIST,"120,000","NEW YORK, NY",03/23/2020
562,YIELDMO INC,DATA SCIENTIST,"120,000","NEW YORK, NY",01/21/2015
563,FACEBOOK INC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/03/2021
564,FACEBOOK INC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/04/2021
565,FACEBOOK INC,DATA SCIENTIST,"120,000","NEW YORK, NY",02/08/2021
566,YELLOWPAGESCOM LLC,DATA SCIENTIST,"120,224","NEW YORK, NY",03/14/2016
567,AON CONSULTING INC,DATA SCIENTIST,"120,510","NEW YORK, NY",06/08/2018
568,HOLLER TECHNOLOGIES INC,DATA SCIENTIST,"120,931","NEW YORK, NY",10/07/2020
569,HOLLER TECHNOLOGIES INC,DATA SCIENTIST,"120,931","NEW YORK, NY",04/15/2021
570,MULBERRY TECHNOLOGY INC,DATA SCIENTIST,"121,000","NEW YORK, NY",04/14/2022
